color,Duration,full_name,is_productive,is_work,status,timestamp_date,timestampEnd,timestampStart
#39A7FF,2,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 12:07:00,2023-11-28 12:07:00
#39A7FF,2,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 16:45:00,2023-11-28 16:44:00
#39A7FF,2,Ivan Basso,true,true,On a Call,2023-11-29 00:00:00,2023-11-29 09:03:00,2023-11-29 09:03:00
#39A7FF,2,Ivan Basso,true,true,On a Call,2023-11-29 00:00:00,2023-11-29 15:55:00,2023-11-29 15:55:00
#39A7FF,2,Ivan Basso,true,true,On a Call,2023-11-29 00:00:00,2023-11-29 16:30:00,2023-11-29 16:30:00
#39A7FF,2,Jens Voigt,true,true,Mail,2023-11-30 00:00:00,2023-11-30 14:30:00,2023-11-30 14:29:00
#39A7FF,2,Jens Voigt,true,true,On a Call,2023-11-22 00:00:00,2023-11-22 15:19:00,2023-11-22 15:19:00
#39A7FF,2,Oscar Freire,false,false,Talk&Help Task,2023-11-23 00:00:00,2023-11-23 16:47:00,2023-11-23 16:47:00
#39A7FF,2,Oscar Freire,true,true,On a Call,2023-11-25 00:00:00,2023-11-25 15:15:00,2023-11-25 15:14:00
#39A7FF,3,Ivan Basso,true,true,After Call Work,2023-11-28 00:00:00,2023-11-28 12:26:00,2023-11-28 12:26:00
#39A7FF,3,Ivan Basso,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 11:30:00,2023-11-30 11:30:00
#39A7FF,3,Ivan Basso,true,true,Mail,2023-11-25 00:00:00,2023-11-25 16:06:00,2023-11-25 16:06:00
#39A7FF,3,Ivan Basso,true,true,Mail,2023-11-28 00:00:00,2023-11-28 11:00:00,2023-11-28 11:00:00
#39A7FF,3,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 09:10:00,2023-11-28 09:10:00
#39A7FF,3,Ivan Basso,true,true,On a Call,2023-11-30 00:00:00,2023-11-30 14:07:00,2023-11-30 14:07:00
#39A7FF,3,Ivan Basso,true,true,On a Call,2023-11-30 00:00:00,2023-11-30 15:39:00,2023-11-30 15:39:00
#39A7FF,3,Jens Voigt,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 10:26:00,2023-11-27 10:26:00
#39A7FF,3,Jens Voigt,true,true,Mail,2023-11-22 00:00:00,2023-11-22 15:19:00,2023-11-22 15:19:00
#39A7FF,3,Oscar Freire,false,false,Talk&Help Task,2023-11-23 00:00:00,2023-11-23 17:01:00,2023-11-23 17:01:00
#39A7FF,3,Oscar Freire,false,false,Talk&Help Task,2023-11-30 00:00:00,2023-11-30 18:08:00,2023-11-30 18:08:00
#39A7FF,3,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 12:45:00,2023-11-27 12:45:00
#39A7FF,4,Ivan Basso,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 12:28:00,2023-11-27 12:28:00
#39A7FF,4,Ivan Basso,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 12:45:00,2023-11-27 12:44:00
#39A7FF,4,Ivan Basso,true,true,Mail,2023-11-28 00:00:00,2023-11-28 12:26:00,2023-11-28 12:26:00
#39A7FF,4,Ivan Basso,true,true,On a Call,2023-11-27 00:00:00,2023-11-27 14:30:00,2023-11-27 14:30:00
#39A7FF,4,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 12:26:00,2023-11-28 12:26:00
#39A7FF,4,Ivan Basso,true,true,On a Call,2023-11-30 00:00:00,2023-11-30 09:12:00,2023-11-30 09:12:00
#39A7FF,4,Jens Voigt,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 14:15:00,2023-11-27 14:15:00
#39A7FF,4,Jens Voigt,true,true,Mail,2023-11-28 00:00:00,2023-11-28 11:17:00,2023-11-28 11:17:00
#39A7FF,4,Jens Voigt,true,true,On a Call,2023-11-22 00:00:00,2023-11-22 13:45:00,2023-11-22 13:45:00
#39A7FF,4,Oscar Freire,false,false,Mail,2023-11-27 00:00:00,2023-11-27 14:35:00,2023-11-27 14:35:00
#39A7FF,4,Oscar Freire,false,false,Talk&Help Task,2023-11-30 00:00:00,2023-11-30 17:27:00,2023-11-30 17:27:00
#39A7FF,4,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 17:00:00,2023-11-27 17:00:00
#39A7FF,4,Oscar Freire,true,true,On a Call,2023-11-27 00:00:00,2023-11-27 16:46:00,2023-11-27 16:46:00
#39A7FF,5,Ivan Basso,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 12:29:00,2023-11-27 12:29:00
#39A7FF,5,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 12:26:00,2023-11-28 12:26:00
#39A7FF,5,Jens Voigt,true,true,Mail,2023-11-23 00:00:00,2023-11-23 10:30:00,2023-11-23 10:29:00
#39A7FF,5,Jens Voigt,true,true,Mail,2023-11-23 00:00:00,2023-11-23 10:30:00,2023-11-23 10:30:00
#39A7FF,5,Jens Voigt,true,true,On a Call,2023-11-22 00:00:00,2023-11-22 14:34:00,2023-11-22 14:34:00
#39A7FF,5,Jens Voigt,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 11:15:00,2023-11-28 11:15:00
#39A7FF,5,Jens Voigt,true,true,On a Call,2023-11-29 00:00:00,2023-11-29 11:00:00,2023-11-29 10:59:00
#39A7FF,5,Oscar Freire,false,false,Talk&Help Task,2023-11-23 00:00:00,2023-11-23 16:47:00,2023-11-23 16:47:00
#39A7FF,5,Oscar Freire,false,false,Talk&Help Task,2023-11-23 00:00:00,2023-11-23 17:20:00,2023-11-23 17:20:00
#39A7FF,5,Oscar Freire,false,false,Talk&Help Task,2023-11-23 00:00:00,2023-11-23 18:04:00,2023-11-23 18:04:00
#39A7FF,5,Oscar Freire,false,false,Talk&Help Task,2023-11-27 00:00:00,2023-11-27 16:48:00,2023-11-27 16:47:00
#39A7FF,5,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 13:43:00,2023-11-23 13:43:00
#39A7FF,5,Oscar Freire,true,true,On a Call,2023-11-23 00:00:00,2023-11-23 16:47:00,2023-11-23 16:47:00
#39A7FF,5,Oscar Freire,true,true,On a Call,2023-11-24 00:00:00,2023-11-24 13:47:00,2023-11-24 13:47:00
#39A7FF,5,Oscar Freire,true,true,On a Call,2023-11-24 00:00:00,2023-11-24 17:37:00,2023-11-24 17:37:00
#39A7FF,5,Oscar Freire,true,true,On a Call,2023-11-24 00:00:00,2023-11-24 18:25:00,2023-11-24 18:25:00
#39A7FF,5,Oscar Freire,true,true,On a Call,2023-11-27 00:00:00,2023-11-27 16:47:00,2023-11-27 16:47:00
#39A7FF,6,Ivan Basso,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 09:45:00,2023-11-30 09:44:00
#39A7FF,6,Ivan Basso,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 11:28:00,2023-11-30 11:28:00
#39A7FF,6,Ivan Basso,true,true,On a Call,2023-11-29 00:00:00,2023-11-29 15:16:00,2023-11-29 15:16:00
#39A7FF,6,Jens Voigt,true,true,After Call Work,2023-11-22 00:00:00,2023-11-22 13:39:00,2023-11-22 13:39:00
#39A7FF,6,Jens Voigt,true,true,After Call Work,2023-11-22 00:00:00,2023-11-22 14:20:00,2023-11-22 14:20:00
#39A7FF,6,Jens Voigt,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 11:00:00,2023-11-24 10:59:00
#39A7FF,6,Jens Voigt,true,true,On a Call,2023-11-22 00:00:00,2023-11-22 10:00:00,2023-11-22 09:59:00
#39A7FF,6,Jens Voigt,true,true,On a Call,2023-11-27 00:00:00,2023-11-27 12:15:00,2023-11-27 12:15:00
#39A7FF,6,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 18:42:00,2023-11-30 18:42:00
#39A7FF,6,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 19:07:00,2023-11-30 19:07:00
#39A7FF,6,Oscar Freire,true,true,On a Call,2023-11-23 00:00:00,2023-11-23 13:28:00,2023-11-23 13:28:00
#39A7FF,7,Ivan Basso,true,true,On a Call,2023-11-27 00:00:00,2023-11-27 09:24:00,2023-11-27 09:24:00
#39A7FF,7,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 11:57:00,2023-11-28 11:57:00
#39A7FF,7,Jens Voigt,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 09:46:00,2023-11-27 09:46:00
#39A7FF,7,Jens Voigt,true,true,After Call Work,2023-11-28 00:00:00,2023-11-28 11:26:00,2023-11-28 11:26:00
#39A7FF,7,Jens Voigt,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 14:18:00,2023-11-30 14:18:00
#39A7FF,7,Oscar Freire,false,false,Mail,2023-11-27 00:00:00,2023-11-27 14:04:00,2023-11-27 14:04:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 17:20:00,2023-11-23 17:20:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 17:34:00,2023-11-23 17:34:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 14:01:00,2023-11-24 14:01:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 16:33:00,2023-11-27 16:33:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 16:45:00,2023-11-27 16:45:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 18:44:00,2023-11-27 18:44:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 19:22:00,2023-11-27 19:22:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 17:21:00,2023-11-30 17:21:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 17:27:00,2023-11-30 17:27:00
#39A7FF,7,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 18:21:00,2023-11-30 18:21:00
#39A7FF,8,Ivan Basso,true,true,After Call Work,2023-11-29 00:00:00,2023-11-29 15:20:00,2023-11-29 15:20:00
#39A7FF,8,Ivan Basso,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 11:50:00,2023-11-30 11:50:00
#39A7FF,8,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 10:30:00,2023-11-28 10:30:00
#39A7FF,8,Jens Voigt,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 09:33:00,2023-11-27 09:33:00
#39A7FF,8,Jens Voigt,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 14:00:00,2023-11-27 14:00:00
#39A7FF,8,Jens Voigt,true,true,After Call Work,2023-11-28 00:00:00,2023-11-28 11:15:00,2023-11-28 11:15:00
#39A7FF,8,Jens Voigt,true,true,On a Call,2023-11-23 00:00:00,2023-11-23 09:45:00,2023-11-23 09:44:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 14:01:00,2023-11-23 14:01:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 15:45:00,2023-11-23 15:45:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 19:07:00,2023-11-23 19:07:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 13:52:00,2023-11-24 13:52:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 14:07:00,2023-11-24 14:07:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 12:16:00,2023-11-25 12:16:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 13:08:00,2023-11-25 13:08:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 17:22:00,2023-11-27 17:22:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 17:12:00,2023-11-30 17:12:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 17:54:00,2023-11-30 17:54:00
#39A7FF,8,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 18:30:00,2023-11-30 18:30:00
#39A7FF,9,Ivan Basso,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 09:19:00,2023-11-27 09:19:00
#39A7FF,9,Ivan Basso,true,true,After Call Work,2023-11-29 00:00:00,2023-11-29 10:45:00,2023-11-29 10:44:00
#39A7FF,9,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 12:55:00,2023-11-28 12:55:00
#39A7FF,9,Ivan Basso,true,true,On a Call,2023-11-29 00:00:00,2023-11-29 13:42:00,2023-11-29 13:41:00
#39A7FF,9,Ivan Basso,true,true,On a Call,2023-11-29 00:00:00,2023-11-29 16:16:00,2023-11-29 16:16:00
#39A7FF,9,Jens Voigt,true,true,After Call Work,2023-11-22 00:00:00,2023-11-22 09:30:00,2023-11-22 09:30:00
#39A7FF,9,Jens Voigt,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 09:35:00,2023-11-23 09:35:00
#39A7FF,9,Jens Voigt,true,true,After Call Work,2023-11-28 00:00:00,2023-11-28 11:37:00,2023-11-28 11:37:00
#39A7FF,9,Jens Voigt,true,true,Mail,2023-11-28 00:00:00,2023-11-28 11:15:00,2023-11-28 11:15:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 12:34:00,2023-11-23 12:34:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 17:01:00,2023-11-23 17:01:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 17:08:00,2023-11-23 17:08:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 13:17:00,2023-11-24 13:17:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 14:46:00,2023-11-24 14:46:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 11:37:00,2023-11-25 11:37:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-26 00:00:00,2023-11-26 14:37:00,2023-11-26 14:36:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 18:49:00,2023-11-27 18:48:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 19:11:00,2023-11-27 19:11:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 14:54:00,2023-11-30 14:54:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 17:17:00,2023-11-30 17:17:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 18:08:00,2023-11-30 18:08:00
#39A7FF,9,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 19:13:00,2023-11-30 19:13:00
#39A7FF,9,Oscar Freire,true,true,On a Call,2023-11-26 00:00:00,2023-11-26 14:30:00,2023-11-26 14:29:00
#39A7FF,10,Ivan Basso,true,true,After Call Work,2023-11-22 00:00:00,2023-11-22 10:15:00,2023-11-22 10:14:00
#39A7FF,10,Ivan Basso,true,true,After Call Work,2023-11-28 00:00:00,2023-11-28 11:59:00,2023-11-28 11:59:00
#39A7FF,10,Ivan Basso,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 09:11:00,2023-11-30 09:11:00
#39A7FF,10,Ivan Basso,true,true,Mail,2023-11-24 00:00:00,2023-11-24 14:38:00,2023-11-24 14:37:00
#39A7FF,10,Ivan Basso,true,true,Mail,2023-11-28 00:00:00,2023-11-28 09:12:00,2023-11-28 09:12:00
#39A7FF,10,Ivan Basso,true,true,On a Call,2023-11-27 00:00:00,2023-11-27 12:59:00,2023-11-27 12:59:00
#39A7FF,10,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 11:00:00,2023-11-28 11:00:00
#39A7FF,10,Jens Voigt,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 12:15:00,2023-11-24 12:14:00
#39A7FF,10,Jens Voigt,true,true,Mail,2023-11-23 00:00:00,2023-11-23 09:54:00,2023-11-23 09:53:00
#39A7FF,10,Jens Voigt,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 13:45:00,2023-11-28 13:45:00
#39A7FF,10,Oscar Freire,false,false,Mail,2023-11-25 00:00:00,2023-11-25 17:04:00,2023-11-25 17:04:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 13:18:00,2023-11-23 13:18:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 17:49:00,2023-11-23 17:49:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 13:47:00,2023-11-24 13:47:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 16:13:00,2023-11-24 16:13:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 17:19:00,2023-11-24 17:19:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 18:18:00,2023-11-24 18:18:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 11:35:00,2023-11-25 11:35:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 16:41:00,2023-11-27 16:41:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 17:43:00,2023-11-27 17:43:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 15:50:00,2023-11-30 15:50:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 18:52:00,2023-11-30 18:52:00
#39A7FF,10,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 20:12:00,2023-11-30 20:12:00
#39A7FF,11,Ivan Basso,true,true,After Call Work,2023-11-22 00:00:00,2023-11-22 10:06:00,2023-11-22 10:06:00
#39A7FF,11,Ivan Basso,true,true,After Call Work,2023-11-22 00:00:00,2023-11-22 16:24:00,2023-11-22 16:24:00
#39A7FF,11,Ivan Basso,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 14:44:00,2023-11-24 14:44:00
#39A7FF,11,Ivan Basso,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 11:48:00,2023-11-30 11:48:00
#39A7FF,11,Ivan Basso,true,true,Mail,2023-11-24 00:00:00,2023-11-24 13:15:00,2023-11-24 13:14:00
#39A7FF,11,Ivan Basso,true,true,On a Call,2023-11-25 00:00:00,2023-11-25 14:18:00,2023-11-25 14:17:00
#39A7FF,11,Ivan Basso,true,true,On a Call,2023-11-30 00:00:00,2023-11-30 11:30:00,2023-11-30 11:30:00
#39A7FF,11,Ivan Basso,true,true,On a Call,2023-11-30 00:00:00,2023-11-30 16:58:00,2023-11-30 16:57:00
#39A7FF,11,Jens Voigt,false,false,Talk&Help Task,2023-11-22 00:00:00,2023-11-22 14:56:00,2023-11-22 14:55:00
#39A7FF,11,Jens Voigt,true,true,After Call Work,2023-11-22 00:00:00,2023-11-22 14:26:00,2023-11-22 14:26:00
#39A7FF,11,Jens Voigt,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 11:34:00,2023-11-27 11:33:00
#39A7FF,11,Jens Voigt,true,true,Mail,2023-11-22 00:00:00,2023-11-22 15:38:00,2023-11-22 15:38:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 12:47:00,2023-11-23 12:46:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 15:07:00,2023-11-23 15:07:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 16:47:00,2023-11-23 16:47:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 13:44:00,2023-11-24 13:44:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 11:14:00,2023-11-25 11:14:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 16:57:00,2023-11-25 16:57:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 14:41:00,2023-11-27 14:40:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 17:00:00,2023-11-27 16:59:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 18:13:00,2023-11-27 18:12:00
#39A7FF,11,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 14:57:00,2023-11-30 14:57:00
#39A7FF,11,Oscar Freire,true,true,On a Call,2023-11-24 00:00:00,2023-11-24 17:15:00,2023-11-24 17:14:00
#39A7FF,11,Oscar Freire,true,true,On a Call,2023-11-25 00:00:00,2023-11-25 11:37:00,2023-11-25 11:37:00
#39A7FF,12,Ivan Basso,true,true,Mail,2023-11-28 00:00:00,2023-11-28 12:00:00,2023-11-28 11:59:00
#39A7FF,12,Ivan Basso,true,true,On a Call,2023-11-22 00:00:00,2023-11-22 16:24:00,2023-11-22 16:24:00
#39A7FF,12,Jens Voigt,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 15:21:00,2023-11-27 15:21:00
#39A7FF,12,Jens Voigt,true,true,After Call Work,2023-11-28 00:00:00,2023-11-28 10:04:00,2023-11-28 10:04:00
#39A7FF,12,Jens Voigt,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 14:29:00,2023-11-30 14:29:00
#39A7FF,12,Oscar Freire,false,false,Mail,2023-11-25 00:00:00,2023-11-25 15:00:00,2023-11-25 15:00:00
#39A7FF,12,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 13:48:00,2023-11-25 13:48:00
#39A7FF,12,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 12:45:00,2023-11-27 12:44:00
#39A7FF,12,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 19:34:00,2023-11-27 19:34:00
#39A7FF,12,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 14:27:00,2023-11-30 14:27:00
#39A7FF,12,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 15:12:00,2023-11-30 15:12:00
#39A7FF,12,Oscar Freire,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 18:43:00,2023-11-30 18:43:00
#39A7FF,13,Ivan Basso,true,true,After Call Work,2023-11-29 00:00:00,2023-11-29 14:21:00,2023-11-29 14:21:00
#39A7FF,13,Ivan Basso,true,true,Mail,2023-11-29 00:00:00,2023-11-29 16:00:00,2023-11-29 16:00:00
#39A7FF,13,Ivan Basso,true,true,On a Call,2023-11-27 00:00:00,2023-11-27 09:05:00,2023-11-27 09:05:00
#39A7FF,13,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 15:44:00,2023-11-28 15:43:00
#39A7FF,13,Jens Voigt,true,true,After Call Work,2023-11-30 00:00:00,2023-11-30 15:16:00,2023-11-30 15:16:00
#39A7FF,13,Oscar Freire,true,true,After Call Work,2023-11-23 00:00:00,2023-11-23 13:17:00,2023-11-23 13:17:00
#39A7FF,13,Oscar Freire,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 18:39:00,2023-11-24 18:39:00
#39A7FF,13,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 09:51:00,2023-11-25 09:51:00
#39A7FF,13,Oscar Freire,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 16:17:00,2023-11-25 16:16:00
#39A7FF,13,Oscar Freire,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 16:47:00,2023-11-27 16:47:00
#39A7FF,13,Oscar Freire,true,true,On a Call,2023-11-23 00:00:00,2023-11-23 19:20:00,2023-11-23 19:20:00
#39A7FF,14,Ivan Basso,true,true,After Call Work,2023-11-24 00:00:00,2023-11-24 13:40:00,2023-11-24 13:40:00
#39A7FF,14,Ivan Basso,true,true,After Call Work,2023-11-25 00:00:00,2023-11-25 09:43:00,2023-11-25 09:43:00
#39A7FF,14,Ivan Basso,true,true,After Call Work,2023-11-27 00:00:00,2023-11-27 10:30:00,2023-11-27 10:30:00
#39A7FF,14,Ivan Basso,true,true,After Call Work,2023-11-28 00:00:00,2023-11-28 10:30:00,2023-11-28 10:30:00
#39A7FF,14,Ivan Basso,true,true,Mail,2023-11-30 00:00:00,2023-11-30 11:30:00,2023-11-30 11:30:00
#39A7FF,14,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 09:21:00,2023-11-28 09:20:00
#39A7FF,14,Ivan Basso,true,true,On a Call,2023-11-28 00:00:00,2023-11-28 10:00:00,2023-11-28 09:59:00
